DTA_CST,COD_CDL,NME_SEG,NME_SBSEG,FXA_INI,FXA_FIM,FXA_UNI,FXA_IGUAL,TAR_SIM,VOL_FXA,VOL_ACU,FAT_FXA,FAT_ACU,TAR_MED
12/02/2019,BAHIAGAS,INDUSTRIAL,NAO POSSUI,245000,420000,NAO,VERDADEIRO,"1,7081",175000,420000,"298917,5","728383,52","1,7342"
12/02/2019,SERGAS,INDUSTRIAL,NAO POSSUI,288000,576000,NAO,VERDADEIRO,"1,7024",288000,576000,"490291,2","1007807,3300000001","1,7497"
12/02/2019,SERGAS,INDUSTRIAL,NAO POSSUI,576000,1152000,NAO,VERDADEIRO,"1,6619",576000,1152000,"957254,4","1965061,73","1,7058"
12/02/2019,BAHIAGAS,INDUSTRIAL,NAO POSSUI,420000,2800000,NAO,VERDADEIRO,"1,6792",2380000,2800000,"3996496,0","4724879,52","1,6875"
12/02/2019,SERGAS,INDUSTRIAL,NAO POSSUI,1152000,2304000,NAO,VERDADEIRO,"1,6407",1152000,2304000,"1890086,4","3855148,13","1,6732"
12/02/2019,SERGAS,COGERACAO,NAO POSSUI,0,20,NAO,VERDADEIRO,"1,7286",20,20,"34,57","34,57","1,7285"
12/02/2019,BAHIAGAS,INDUSTRIAL,NAO POSSUI,2800000,4900000,NAO,VERDADEIRO,"1,6629",2100000,4900000,"3492090,0","8216969,52","1,6769"
12/02/2019,SERGAS,COGERACAO,NAO POSSUI,20,40,NAO,VERDADEIRO,"1,7158",20,40,"34,32","68,89","1,7223"
12/02/2019,SERGAS,COGERACAO,NAO POSSUI,40,80,NAO,VERDADEIRO,"1,7030",40,80,"68,12","137,01","1,7126"
12/02/2019,CEGAS,INDUSTRIAL,NAO POSSUI,0,200,NAO,VERDADEIRO,"1,7326",200,200,"346,52","346,52","1,7326"
12/02/2019,BAHIAGAS,INDUSTRIAL,NAO POSSUI,4900000,7000000,NAO,VERDADEIRO,"1,6498",2100000,7000000,"3464580,0","11681549,52","1,6688"
12/02/2019,BAHIAGAS,INDUSTRIAL,NAO POSSUI,7000000,14000000,NAO,VERDADEIRO,"1,6398",7000000,14000000,"11478600,0","23160149,52","1,6543"
12/02/2019,SERGAS,COGERACAO,NAO POSSUI,80,160,NAO,VERDADEIRO,"1,6902",80,160,"135,22","272,23","1,7014"
12/02/2019,CEGAS,INDUSTRIAL,NAO POSSUI,200,1000,NAO,VERDADEIRO,"1,6933",800,1000,"1354,64","1701,16","1,7012"
12/02/2019,CEGAS,INDUSTRIAL,NAO POSSUI,1000,10000,NAO,VERDADEIRO,"1,6571",9000,10000,"14913,9","16615,06","1,6615"
12/02/2019,BAHIAGAS,VEICULAR,NAO POSSUI,0,0,SIM,VERDADEIRO,"1,6512",0,0,"0,0","0,0","1,6512"
12/02/2019,SERGAS,COGERACAO,NAO POSSUI,160,320,NAO,VERDADEIRO,"1,6774",160,320,"268,38","540,61","1,6894"
12/02/2019,SERGAS,COGERACAO,NAO POSSUI,320,640,NAO,VERDADEIRO,"1,6646",320,640,"532,67","1073,28","1,677"
12/02/2019,CEGAS,INDUSTRIAL,NAO POSSUI,10000,30000,NAO,VERDADEIRO,"1,6258",20000,30000,"32516,0","49131,06","1,6377"
12/02/2019,CEGAS,INDUSTRIAL,NAO POSSUI,30000,60000,NAO,VERDADEIRO,"1,5950",30000,60000,"47850,0","96981,06","1,6164"
12/02/2019,BAHIAGAS,COMERCIAL,NAO POSSUI,0,450,NAO,VERDADEIRO,"3,2806",450,450,"1476,27","1476,27","3,2806"
12/02/2019,SERGAS,COGERACAO,NAO POSSUI,640,1280,NAO,VERDADEIRO,"1,6518",640,1280,"1057,15","2130,4300000000003","1,6644"
12/02/2019,SERGAS,COGERACAO,NAO POSSUI,1280,2560,NAO,VERDADEIRO,"1,6390",1280,2560,"2097,92","4228,35","1,6517"
12/02/2019,CEGAS,INDUSTRIAL,NAO POSSUI,60000,120002,NAO,VERDADEIRO,"1,5649",60002,120002,"93897,13","190878,19","1,5906"
12/02/2019,CEGAS,COGERACAO,NAO POSSUI,0,70000,NAO,VERDADEIRO,"1,5459",70000,70000,"108213,0","108213,0","1,5459"
12/02/2019,BAHIAGAS,COMERCIAL,NAO POSSUI,450,1500,NAO,VERDADEIRO,"2,0658",1050,1500,"2169,09","3645,36","2,4302"
12/02/2019,SERGAS,COGERACAO,NAO POSSUI,2560,5120,NAO,VERDADEIRO,"1,6262",2560,5120,"4163,07","8391,42","1,6389"
12/02/2019,SERGAS,COGERACAO,NAO POSSUI,5120,10240,NAO,VERDADEIRO,"1,6134",5120,10240,"8260,61","16652,03","1,6262"
12/02/2019,CEGAS,COGERACAO,NAO POSSUI,70000,130000,NAO,VERDADEIRO,"1,5129",60000,130000,"90774,0","198987,0","1,5307"
12/02/2019,CEGAS,COGERACAO,NAO POSSUI,130000,230000,NAO,VERDADEIRO,"1,4795",100000,230000,"147950,0","346937,0","1,5084"
12/02/2019,BAHIAGAS,COMERCIAL,NAO POSSUI,1500,4500,NAO,VERDADEIRO,"1,9630",3000,4500,"5889,0","9534,36","2,1187"
12/02/2019,BAHIAGAS,COMERCIAL,NAO POSSUI,4500,15000,NAO,VERDADEIRO,"1,8786",10500,15000,"19725,3","29259,66","1,9506"
12/02/2019,SERGAS,COGERACAO,NAO POSSUI,10240,20480,NAO,VERDADEIRO,"1,6006",10240,20480,"16390,14","33042,17","1,6134"
12/02/2019,CEGAS,COGERACAO,NAO POSSUI,230000,330000,NAO,VERDADEIRO,"1,4467",100000,330000,"144670,0","491607,0","1,4897"
12/02/2019,CEGAS,COGERACAO,NAO POSSUI,330000,670000,NAO,VERDADEIRO,"1,4135",340000,670000,"480590,0","972197,0","1,451"
12/02/2019,BAHIAGAS,COMERCIAL,NAO POSSUI,15000,30000,NAO,VERDADEIRO,"1,8762",15000,30000,"28143,0","57402,66","1,9134"
12/02/2019,SERGAS,VEICULAR,NAO POSSUI,0,0,SIM,VERDADEIRO,"1,8068",0,0,"0,0","0,0","1,8068"
12/02/2019,SERGAS,RESIDENCIAL,NAO POSSUI,0,0,SIM,VERDADEIRO,"3,1224",0,0,"0,0","0,0","3,1224"
12/02/2019,CEGAS,COGERACAO,NAO POSSUI,670000,1340002,NAO,VERDADEIRO,"1,3899",670002,1340002,"931235,78","1903432,78","1,4205"
12/02/2019,CEGAS,VEICULAR,NAO POSSUI,0,0,SIM,VERDADEIRO,"1,8605",0,0,"0,0","0,0","1,8605"
12/02/2019,BAHIAGAS,COMERCIAL,NAO POSSUI,30000,180000,NAO,VERDADEIRO,"1,8352",150000,180000,"275280,0","332682,66000000003","1,8482"
12/02/2019,BAHIAGAS,COMERCIAL,NAO POSSUI,180000,360000,NAO,VERDADEIRO,"1,8078",180000,360000,"325404,0","658086,66","1,828"
12/02/2019,SERGAS,COMERCIAL,NAO POSSUI,0,0,SIM,VERDADEIRO,"2,4244",0,0,"0,0","0,0","2,4244"
12/02/2019,CEGAS,COMPRIMIDO,NAO POSSUI,0,0,SIM,VERDADEIRO,"1,5926",0,0,"0,0","0,0","1,5926"
12/02/2019,CEGAS,COMERCIAL,NAO POSSUI,0,20,NAO,VERDADEIRO,0,20,20,"0,0","0,0","0,0"
12/02/2019,BAHIAGAS,COMERCIAL,NAO POSSUI,360000,600000,NAO,VERDADEIRO,"1,7677",240000,600000,"424248,0","1082334,6600000001","1,8039"
12/02/2019,SERGAS,COMPRIMIDO,NAO POSSUI,0,0,SIM,VERDADEIRO,"1,6044",0,0,"0,0","0,0","1,6044"
12/02/2019,CEGAS,COMERCIAL,NAO POSSUI,20,5000,NAO,VERDADEIRO,"2,4419",4980,5000,"12160,66","12160,66","2,4321"
12/02/2019,CEGAS,COMERCIAL,NAO POSSUI,5000,10000,NAO,VERDADEIRO,"2,0915",5000,10000,"10457,5","22618,16","2,2618"
12/02/2019,BAHIAGAS,COMERCIAL,NAO POSSUI,600000,1050000,NAO,VERDADEIRO,"1,7403",450000,1050000,"783135,0","1865469,6600000001","1,7766"
12/02/2019,BAHIAGAS,COMERCIAL,NAO POSSUI,1050000,1800000,NAO,VERDADEIRO,"1,7160",750000,1800000,"1287000,0","3152469,66","1,7514"
12/02/2019,CEGAS,COMERCIAL,NAO POSSUI,10000,12000,NAO,VERDADEIRO,"2,0849",2000,12000,"4169,8","26787,96","2,2323"
12/02/2019,CEGAS,COMERCIAL,NAO POSSUI,12000,14000,NAO,VERDADEIRO,"2,0783",2000,14000,"4156,6","30944,559999999998","2,2103"
12/02/2019,BAHIAGAS,COMERCIAL,NAO POSSUI,1800000,30000000,NAO,VERDADEIRO,"1,6978",28200000,30000000,"47877960,0","51030429,66","1,701"
12/02/2019,BAHIAGAS,COMERCIAL,NAO POSSUI,30000000,60000000,NAO,VERDADEIRO,"1,6512",30000000,60000000,"49536000,0","100566429,66","1,6761"
12/02/2019,GASMIG,RESIDENCIAL,MEDICAO INDIVIDUAL,0,1,NAO,VERDADEIRO,"0,0000",1,1,"0,0","0,0","0,0"
12/02/2019,CEGAS,COMERCIAL,NAO POSSUI,14000,16000,NAO,VERDADEIRO,"2,0714",2000,16000,"4142,8","35087,36","2,193"
12/02/2019,BAHIAGAS,COGERACAO,NAO POSSUI,0,450,NAO,VERDADEIRO,"2,1957",450,450,"988,06","988,06","2,1957"
12/02/2019,BAHIAGAS,COGERACAO,NAO POSSUI,450,1500,NAO,VERDADEIRO,"1,7624",1050,1500,"1850,52","2838,58","1,8924"
12/02/2019,GASMIG,RESIDENCIAL,MEDICAO INDIVIDUAL,1,7,NAO,VERDADEIRO,"4,5018",6,7,"27,01","27,01","3,8586"
12/02/2019,CEGAS,COMERCIAL,NAO POSSUI,16000,32002,NAO,VERDADEIRO,"2,0648",16002,32002,"33040,93","68128,29000000001","2,1289"
12/02/2019,BAHIAGAS,COGERACAO,NAO POSSUI,1500,4500,NAO,VERDADEIRO,"1,7257",3000,4500,"5177,1","8015,68","1,7813"
12/02/2019,BAHIAGAS,COGERACAO,NAO POSSUI,4500,15000,NAO,VERDADEIRO,"1,6661",10500,15000,"17494,05","25509,73","1,7006"
12/02/2019,POTIGAS,INDUSTRIAL,NAO POSSUI,0,1000,NAO,VERDADEIRO,"2,1471",1000,1000,"2147,1","2147,1","2,1471"
12/02/2019,GASMIG,RESIDENCIAL,MEDICAO INDIVIDUAL,7,16,NAO,VERDADEIRO,"3,7075",9,16,"33,37","60,379999999999995","3,7737"
12/02/2019,CEGAS,RESIDENCIAL,NAO POSSUI,0,20,NAO,VERDADEIRO,0,20,20,"0,0","0,0","0,0"
12/02/2019,CEGAS,RESIDENCIAL,NAO POSSUI,20,5000,NAO,VERDADEIRO,"2,9016",4980,5000,"14449,97","14449,97","2,89"
12/02/2019,BAHIAGAS,COGERACAO,NAO POSSUI,15000,30000,NAO,VERDADEIRO,"1,6654",15000,30000,"24981,0","50490,729999999996","1,683"
12/02/2019,BAHIAGAS,COGERACAO,NAO POSSUI,30000,180000,NAO,VERDADEIRO,"1,6523",150000,180000,"247845,0","298335,73","1,6574"
12/02/2019,SCGAS,INDUSTRIAL,TG1,0,5,NAO,VERDADEIRO,"2,951",5,5,"14,76","14,76","2,952"
12/02/2019,SCGAS,COMERCIAL,NAO POSSUI,0,150,NAO,VERDADEIRO,"3,098",150,150,"464,7","464,7","3,098"
12/02/2019,SCGAS,COMERCIAL,NAO POSSUI,150,300,NAO,VERDADEIRO,"2,313",150,300,"346,95","811,65","2,7055"
12/02/2019,POTIGAS,INDUSTRIAL,NAO POSSUI,1000,5000,NAO,VERDADEIRO,"2,0906",4000,5000,"8362,4","10509,5","2,1019"
12/02/2019,POTIGAS,INDUSTRIAL,NAO POSSUI,5000,10000,NAO,VERDADEIRO,"2,0293",5000,10000,"10146,5","20656,0","2,0656"
12/02/2019,GASMIG,RESIDENCIAL,MEDICAO INDIVIDUAL,16,41,NAO,VERDADEIRO,"3,6308",25,41,"90,77","151,14999999999998","3,6866"
12/02/2019,GASMIG,RESIDENCIAL,MEDICAO INDIVIDUAL,41,200,NAO,VERDADEIRO,"3,4433",159,200,"547,48","698,63","3,4931"
12/02/2019,CEGAS,RESIDENCIAL,NAO POSSUI,5000,10000,NAO,VERDADEIRO,"2,5511",5000,10000,"12755,5","27205,47","2,7205"
12/02/2019,CEGAS,RESIDENCIAL,NAO POSSUI,10000,12000,NAO,VERDADEIRO,"2,5445",2000,12000,"5089,0","32294,47","2,6912"
12/02/2019,BAHIAGAS,COGERACAO,NAO POSSUI,180000,360000,NAO,VERDADEIRO,"1,6436",180000,360000,"295848,0","594183,73","1,6505"
12/02/2019,BAHIAGAS,COGERACAO,NAO POSSUI,360000,600000,NAO,VERDADEIRO,"1,6212",240000,600000,"389088,0","983271,73","1,6388"
12/02/2019,SCGAS,INDUSTRIAL,TG1,5,10,NAO,VERDADEIRO,"2,217",5,10,"11,09","25,85","2,585"
12/02/2019,SCGAS,COMERCIAL,NAO POSSUI,300,2100,NAO,VERDADEIRO,"2,25",1800,2100,"4050,0","4861,65","2,3151"
12/02/2019,SCGAS,COMERCIAL,NAO POSSUI,2100,1000000,NAO,VERDADEIRO,"1,597",997900,1000000,"1593646,3","1598507,95","1,5985"
12/02/2019,PBGAS,INDUSTRIAL,NAO POSSUI,0,700,NAO,VERDADEIRO,"2,0665",700,700,"1446,55","1446,55","2,0665"
12/02/2019,POTIGAS,INDUSTRIAL,NAO POSSUI,10000,25000,NAO,VERDADEIRO,"1,9724",15000,25000,"29586,0","50242,0","2,0097"
12/02/2019,POTIGAS,INDUSTRIAL,NAO POSSUI,25000,50000,NAO,VERDADEIRO,"1,8998",25000,50000,"47495,0","97737,0","1,9547"
12/02/2019,GASMIG,RESIDENCIAL,MEDICAO INDIVIDUAL,200,400,NAO,VERDADEIRO,"3,3244",200,400,"664,88","1363,51","3,4088"
12/02/2019,CEGAS,RESIDENCIAL,NAO POSSUI,12000,14000,NAO,VERDADEIRO,"2,5379",2000,14000,"5075,8","37370,270000000004","2,6693"
12/02/2019,CEGAS,RESIDENCIAL,NAO POSSUI,14000,16000,NAO,VERDADEIRO,"2,5311",2000,16000,"5062,2","42432,47","2,652"
12/02/2019,BAHIAGAS,COGERACAO,NAO POSSUI,600000,1050000,NAO,VERDADEIRO,"1,6041",450000,1050000,"721845,0","1705116,73","1,6239"
12/02/2019,SCGAS,VEICULAR,NAO POSSUI,0,0,SIM,VERDADEIRO,"1,33",0,0,"0,0","0,0","1,33"
12/02/2019,SCGAS,INDUSTRIAL,TG1,10,70,NAO,VERDADEIRO,"2,158",60,70,"129,48","155,32999999999998","2,219"
12/02/2019,PBGAS,INDUSTRIAL,NAO POSSUI,700,3500,NAO,VERDADEIRO,"2,0506",2800,3500,"5741,68","7188,2300000000005","2,0538"
12/02/2019,POTIGAS,INDUSTRIAL,NAO POSSUI,50000,100000,NAO,VERDADEIRO,"1,8244",50000,100000,"91220,0","188957,0","1,8896"
12/02/2019,POTIGAS,INDUSTRIAL,NAO POSSUI,100000,200000,NAO,VERDADEIRO,"1,7192",100000,200000,"171920,0","360877,0","1,8044"
12/02/2019,GASMIG,RESIDENCIAL,MEDICAO COLETIVA,0,150,NAO,VERDADEIRO,"4,0789",150,150,"611,84","611,84","4,0789"
12/02/2019,CEGAS,RESIDENCIAL,NAO POSSUI,16000,32002,NAO,VERDADEIRO,"2,5245",16002,32002,"40397,05","82829,52","2,5883"
12/02/2019,BAHIAGAS,COGERACAO,NAO POSSUI,1050000,1800000,NAO,VERDADEIRO,"1,5888",750000,1800000,"1191600,0","2896716,73","1,6093"
12/02/2019,COMGAS,COMPRIMIDO,NAO POSSUI,0,50000,NAO,VERDADEIRO,"2,440689",50000,50000,"122034,45","122034,45","2,4407"
12/02/2019,SCGAS,INDUSTRIAL,TG1,70,1000,NAO,VERDADEIRO,"1,482",930,1000,"1378,26","1533,59","1,5336"
12/02/2019,SCGAS,INDUSTRIAL,TG1,1000,5000,NAO,VERDADEIRO,"1,44",4000,5000,"5760,0","7293,59","1,4587"
12/02/2019,POTIGAS,INDUSTRIAL,NAO POSSUI,200000,400000,NAO,VERDADEIRO,"1,6139",200000,400000,"322780,0","683657,0","1,7091"
12/02/2019,PBGAS,INDUSTRIAL,NAO POSSUI,3500,7000,NAO,VERDADEIRO,"1,9803",3500,7000,"6931,05","14119,28","2,017"
12/02/2019,PBGAS,INDUSTRIAL,NAO POSSUI,7000,21000,NAO,VERDADEIRO,"1,9078",14000,21000,"26709,2","40828,48","1,9442"
12/02/2019,GASMIG,RESIDENCIAL,MEDICAO COLETIVA,150,1500,NAO,VERDADEIRO,"3,2848",1350,1500,"4434,48","5046,32","3,3642"
12/02/2019,GASMIG,RESIDENCIAL,MEDICAO COLETIVA,1500,3000,NAO,VERDADEIRO,"3,0046",1500,3000,"4506,9","9553,22","3,1844"
12/02/2019,BAHIAGAS,COGERACAO,NAO POSSUI,1800000,30000000,NAO,VERDADEIRO,"1,5773",28200000,30000000,"44479860,0","47376576,73","1,5792"
12/02/2019,COMGAS,COMPRIMIDO,NAO POSSUI,50000,300000,NAO,VERDADEIRO,"1,923686",250000,300000,"480921,5","602955,95","2,0099"
12/02/2019,COMGAS,COMPRIMIDO,NAO POSSUI,300000,500000,NAO,VERDADEIRO,"1,865822",200000,500000,"373164,4","976120,35","1,9522"
12/02/2019,SCGAS,INDUSTRIAL,TG1,5000,10000,NAO,VERDADEIRO,"1,395",5000,10000,"6975,0","14268,59","1,4269"
12/02/2019,SCGAS,INDUSTRIAL,TG1,10000,25000,NAO,VERDADEIRO,"1,365",15000,25000,"20475,0","34743,59","1,3897"
12/02/2019,POTIGAS,INDUSTRIAL,NAO POSSUI,400000,400000,NAO,VERDADEIRO,"1,5674",0,400000,"0,0","683657,0","1,7091"
12/02/2019,PBGAS,INDUSTRIAL,NAO POSSUI,21000,70000,NAO,VERDADEIRO,"1,8673",49000,70000,"91497,7","132326,18","1,8904"
12/02/2019,PBGAS,INDUSTRIAL,NAO POSSUI,70000,105000,NAO,VERDADEIRO,"1,8256",35000,105000,"63896,0","196222,18","1,8688"
12/02/2019,BAHIAGAS,COGERACAO,NAO POSSUI,30000000,60000000,NAO,VERDADEIRO,"1,5483",30000000,60000000,"46449000,0","93825576,72999999","1,5638"
12/02/2019,COMGAS,COMPRIMIDO,NAO POSSUI,500000,1000000,NAO,VERDADEIRO,"1,855183",500000,1000000,"927591,5","1903711,85","1,9037"
12/02/2019,SCGAS,INDUSTRIAL,TG1,25000,50000,NAO,VERDADEIRO,"1,343",25000,50000,"33575,0","68318,59","1,3664"
12/02/2019,SCGAS,INDUSTRIAL,TG1,50000,100000,NAO,VERDADEIRO,"1,32",50000,100000,"66000,0","134318,59","1,3432"
12/02/2019,POTIGAS,COMPRIMIDO,NAO POSSUI,0,0,SIM,VERDADEIRO,"1,8267",0,0,"0,0","0,0","1,8267"
12/02/2019,POTIGAS,VEICULAR,NAO POSSUI,0,0,SIM,VERDADEIRO,"1,9146",0,0,"0,0","0,0","1,9146"
12/02/2019,PBGAS,INDUSTRIAL,NAO POSSUI,105000,210000,NAO,VERDADEIRO,"1,7758",105000,210000,"186459,0","382681,18","1,8223"
12/02/2019,COPERGAS,INDUSTRIAL,GRANDE PORTE,0,1000,NAO,VERDADEIRO,"1,4945",1000,1000,"1494,5","1494,5","1,4945"
12/02/2019,BAHIAGAS,COMPRIMIDO,NAO POSSUI,0,0,SIM,VERDADEIRO,"1,4455",0,0,"0,0","0,0","1,4455"
12/02/2019,BAHIAGAS,RESIDENCIAL,NAO POSSUI,0,20,NAO,VERDADEIRO,"3,1680",20,20,"63,36","63,36","3,168"
12/02/2019,COMGAS,COMPRIMIDO,NAO POSSUI,1000000,2000000,NAO,VERDADEIRO,"1,833438",1000000,2000000,"1833438,0","3737149,85","1,8686"
12/02/2019,COMGAS,COMPRIMIDO,NAO POSSUI,2000000,4000000,NAO,VERDADEIRO,"1,814250",2000000,4000000,"3628500,0","7365649,85","1,8414"
12/02/2019,SCGAS,INDUSTRIAL,TG1,100000,150000,NAO,VERDADEIRO,"1,257",50000,150000,"62850,0","197168,59","1,3145"
12/02/2019,POTIGAS,RESIDENCIAL,NAO POSSUI,0,0,SIM,VERDADEIRO,"2,8003",0,0,"0,0","0,0","2,8003"
12/02/2019,POTIGAS,COMERCIAL,NAO POSSUI,0,0,SIM,VERDADEIRO,"2,8003",0,0,"0,0","0,0","2,8003"
12/02/2019,PBGAS,INDUSTRIAL,NAO POSSUI,210000,350000,NAO,VERDADEIRO,"1,7424",140000,350000,"243936,0","626617,1799999999","1,7903"
